Sheel N/S,Layer,Layer inner no,SiPM no,Inner Sig,HV B no,HV I no,θ,φ,copy no,FEB type,LV M no,LV I no,FEC,FEC ch,HV Unit,HV Unit ch,tag,FEC,HV,chid
N,2,110,4842,209,64,10,85.306,344.211,1893,N,485,1,61,97,61,110,1,61-97,61-110,3787
N,9,98,3415,177,51,26,63.362,345.743,1127,N,241,2,61,98,58,77,1,61-98,58-77,2254
N,9,98,3415,177,51,26,63.362,345.743,1127,N,241,2,61,99,58,77,1,61-99,58-77,2255
N,10,95,3961,929,51,31,60.222,345.306,1026,N,13,2,61,102,58,67,1,61-102,58-67,2052
N,10,95,3961,929,51,31,60.222,345.306,1026,N,13,2,61,103,58,67,1,61-103,58-67,2053
N,1,108,1627,450,64,19,88.435,337.895,2005,N,455,4,61,104,61,92,1,61-104,61-92,4010
N,1,108,1627,450,64,19,88.435,337.895,2005,N,455,4,61,105,61,92,1,61-105,61-92,4011
N,1,110,1369,91,64,14,88.435,344.211,2007,N,298,1,61,106,61,102,1,61-106,61-102,4014
N,1,110,1369,91,64,14,88.435,344.211,2007,N,298,1,61,107,61,102,1,61-107,61-102,4015
N,8,19,232,455,60,9,66.501,62.3077,1149,S,144,3,61,108,59,47,1,61-108,59-47,2298
N,8,19,232,455,60,9,66.501,62.3077,1149,S,144,3,61,109,59,47,1,61-109,59-47,2299
N,10,94,1409,72,51,14,60.222,341.633,1025,N,13,1,61,110,58,101,1,61-110,58-101,2050
N,10,94,1409,72,51,14,60.222,341.633,1025,N,13,1,61,111,58,101,1,61-111,58-101,2051
N,7,102,2046,525,57,32,69.638,343.019,1336,N,155,1,61,114,44,1,1,61-114,44-1,2672
N,7,102,2046,525,57,32,69.638,343.019,1336,N,155,1,61,115,44,1,1,61-115,44-1,2673
S,12,87,1034,75,117,14,126.063,340.22,3272,N,178,3,61,116,50,38,1,61-116,50-38,6544
S,12,87,1034,75,117,14,126.063,340.22,3272,N,178,3,61,117,50,38,1,61-117,50-38,6545
S,2,110,5412,1827,104,4,94.694,344.211,2235,N,315,1,61,118,55,122,1,61-118,55-122,4470
S,2,110,5412,1827,104,4,94.694,344.211,2235,N,315,1,61,119,55,122,1,61-119,55-122,4471
S,12,86,1035,428,118,11,126.063,336.264,3271,N,178,2,61,122,53,107,1,61-122,53-107,6542
S,12,86,1035,428,118,11,126.063,336.264,3271,N,178,2,61,123,53,107,1,61-123,53-107,6543
S,11,90,309,89,117,22,122.92,340.851,3181,N,128,1,61,124,50,22,1,61-124,50-22,6362
S,11,90,309,89,117,22,122.92,340.851,3181,N,128,1,61,125,50,22,1,61-125,50-22,6363
S,1,112,608,1696,103,32,91.565,350.526,2123,N,438,3,61,126,57,1,1,61-126,57-1,4246
S,1,112,608,1696,103,32,91.565,350.526,2123,N,438,3,61,127,57,1,1,61-127,57-1,4247
S,2,71,5148,1824,68,23,94.694,221.053,2196,H,277,3,62,2,41,20,1,62-2,41-20,4392
S,2,71,5148,1824,68,23,94.694,221.053,2196,H,277,3,62,3,41,20,1,62-3,41-20,4393
S,7,62,4236,1311,76,23,110.362,207.17,2744,N,498,2,62,4,45,20,1,62-4,45-20,5488
S,7,62,4236,1311,76,23,110.362,207.17,2744,N,498,2,62,5,45,20,1,62-5,45-20,5489
S,6,63,2332,395,76,29,107.226,206.667,2637,N,273,3,62,6,45,8,1,62-6,45-8,5274
S,6,63,2332,395,76,29,107.226,206.667,2637,N,273,3,62,7,45,8,1,62-7,45-8,5275
N,6,68,61,573,25,1,72.774,223.333,1408,N,334,4,62,14,44,128,1,62-14,44-128,2816
N,6,68,61,573,25,1,72.774,223.333,1408,N,334,4,62,15,44,128,1,62-15,44-128,2817
N,7,64,3410,23,25,17,69.638,213.962,1298,N,51,4,62,16,44,96,1,62-16,44-96,2596
N,7,64,3410,23,25,17,69.638,213.962,1298,N,51,4,62,17,44,96,1,62-17,44-96,2597
N,11,58,4175,1027,18,14,57.08,218.298,895,N,57,2,62,22,42,37,1,62-22,42-37,1790
N,11,58,4175,1027,18,14,57.08,218.298,895,N,57,2,62,23,42,37,1,62-23,42-37,1791
N,5,72,1216,559,26,25,75.909,232.364,1520,N,288,4,62,24,33,16,1,62-24,33-16,3040
N,5,72,1216,559,26,25,75.909,232.364,1520,N,288,4,62,25,33,16,1,62-25,33-16,3041
N,5,70,3520,312,26,16,75.909,225.818,1518,N,288,2,62,26,33,34,1,62-26,33-34,3036
N,5,70,3520,312,26,16,75.909,225.818,1518,N,288,2,62,27,33,34,1,62-27,33-34,3037
N,8,65,936,540,25,26,66.501,221.538,1195,S,64,1,62,28,44,78,1,62-28,44-78,2390
N,8,65,936,540,25,26,66.501,221.538,1195,S,64,1,62,29,44,78,1,62-29,44-78,2391
N,5,69,3512,562,25,5,75.909,222.545,1517,N,288,1,62,30,44,120,1,62-30,44-120,3034
N,5,69,3512,562,25,5,75.909,222.545,1517,N,288,1,62,31,44,120,1,62-31,44-120,3035
N,10,59,3455,754,19,11,60.222,213.061,990,N,67,3,62,32,31,43,1,62-32,31-43,1980
N,10,59,3455,754,19,11,60.222,213.061,990,N,67,3,62,33,31,43,1,62-33,31-43,1981
N,12,56,1018,998,18,27,53.937,217.582,802,N,26,4,62,34,42,11,1,62-34,42-11,1604
N,12,56,1018,998,18,27,53.937,217.582,802,N,26,4,62,35,42,11,1,62-35,42-11,1605
N,6,70,84,1757,26,21,72.774,230,1410,N,124,2,62,36,33,24,1,62-36,33-24,2820
N,6,70,84,1757,26,21,72.774,230,1410,N,124,2,62,37,33,24,1,62-37,33-24,2821
N,5,71,1217,600,26,15,75.909,229.091,1519,N,288,3,62,38,33,36,1,62-38,33-36,3038
N,5,71,1217,600,26,15,75.909,229.091,1519,N,288,3,62,39,33,36,1,62-39,33-36,3039
N,6,71,220,835,26,22,72.774,233.333,1411,N,124,3,62,40,33,22,1,62-40,33-22,2822
N,6,71,220,835,26,22,72.774,233.333,1411,N,124,3,62,41,33,22,1,62-41,33-22,2823
N,7,67,3501,521,25,30,69.638,224.151,1301,N,192,3,62,44,44,70,1,62-44,44-70,2602
N,7,67,3501,521,25,30,69.638,224.151,1301,N,192,3,62,45,44,70,1,62-45,44-70,2603
N,11,57,4174,830,18,31,57.08,214.468,894,N,57,1,62,46,42,3,1,62-46,42-3,1788
N,11,57,4174,830,18,31,57.08,214.468,894,N,57,1,62,47,42,3,1,62-47,42-3,1789
N,6,69,85,1777,26,4,72.774,226.667,1409,N,124,1,62,48,33,58,1,62-48,33-58,2818
N,6,69,85,1777,26,4,72.774,226.667,1409,N,124,1,62,49,33,58,1,62-49,33-58,2819
S,10,58,1557,229,83,26,119.778,209.388,3051,N,41,2,62,50,31,78,1,62-50,31-78,6102
S,10,58,1557,229,83,26,119.778,209.388,3051,N,41,2,62,51,31,78,1,62-51,31-78,6103
N,6,66,86,581,25,6,72.774,216.667,1406,N,334,2,62,54,44,118,1,62-54,44-118,2812
N,6,66,86,581,25,6,72.774,216.667,1406,N,334,2,62,55,44,118,1,62-55,44-118,2813
N,12,55,1020,753,18,28,53.937,213.626,801,N,26,3,62,58,42,9,1,62-58,42-9,1602
N,12,55,1020,753,18,28,53.937,213.626,801,N,26,3,62,59,42,9,1,62-59,42-9,1603
S,11,56,1438,333,83,29,122.92,210.638,3147,N,183,4,62,62,31,72,1,62-62,31-72,6294
S,11,56,1438,333,83,29,122.92,210.638,3147,N,183,4,62,63,31,72,1,62-63,31-72,6295
N,8,102,647,507,57,7,66.501,349.615,1232,N,173,2,62,64,44,51,1,62-64,44-51,2464
N,8,102,647,507,57,7,66.501,349.615,1232,N,173,2,62,65,44,51,1,62-65,44-51,2465
N,8,103,872,686,57,16,66.501,353.077,1233,N,173,3,62,70,44,33,1,62-70,44-33,2466
N,8,103,872,686,57,16,66.501,353.077,1233,N,173,3,62,71,44,33,1,62-71,44-33,2467
S,2,109,5343,1828,104,11,94.694,341.053,2234,N,140,5,62,72,55,108,1,62-72,55-108,4468
S,2,109,5343,1828,104,11,94.694,341.053,2234,N,140,5,62,73,55,108,1,62-73,55-108,4469
N,8,99,873,530,57,5,66.501,339.231,1229,N,209,3,62,76,44,55,1,62-76,44-55,2458
N,8,99,873,530,57,5,66.501,339.231,1229,N,209,3,62,77,44,55,1,62-77,44-55,2459
S,4,109,5169,1246,104,25,100.957,347.143,2461,N,360,1,62,78,55,80,1,62-78,55-80,4922
S,4,109,5169,1246,104,25,100.957,347.143,2461,N,360,1,62,79,55,80,1,62-79,55-80,4923
N,12,88,3599,67,51,15,53.937,344.176,834,N,222,4,62,80,58,99,1,62-80,58-99,1668
N,12,88,3599,67,51,15,53.937,344.176,834,N,222,4,62,81,58,99,1,62-81,58-99,1669
S,10,94,1566,66,117,32,119.778,341.633,3087,N,120,1,62,82,50,2,1,62-82,50-2,6174
S,10,94,1566,66,117,32,119.778,341.633,3087,N,120,1,62,83,50,2,1,62-83,50-2,6175
N,2,108,5025,69,64,13,85.306,337.895,1891,N,201,4,62,84,61,104,1,62-84,61-104,3782
N,2,108,5025,69,64,13,85.306,337.895,1891,N,201,4,62,85,61,104,1,62-85,61-104,3783
N,4,109,3217,241,64,6,79.043,347.143,1667,N,454,1,62,86,61,118,1,62-86,61-118,3334
N,4,109,3217,241,64,6,79.043,347.143,1667,N,454,1,62,87,61,118,1,62-87,61-118,3335
N,12,87,3600,45,51,30,53.937,340.22,833,N,222,3,62,90,58,69,1,62-90,58-69,1666
N,12,87,3600,45,51,30,53.937,340.22,833,N,222,3,62,91,58,69,1,62-91,58-69,1667
N,8,101,648,539,57,15,66.501,346.154,1231,N,173,1,62,96,44,35,1,62-96,44-35,2462
N,8,101,648,539,57,15,66.501,346.154,1231,N,173,1,62,97,44,35,1,62-97,44-35,2463
N,6,103,834,936,57,4,72.774,340,1443,N,332,3,62,98,44,57,1,62-98,44-57,2886
N,6,103,834,936,57,4,72.774,340,1443,N,332,3,62,99,44,57,1,62-99,44-57,2887
N,7,103,2047,134,57,29,69.638,346.415,1337,N,155,2,62,102,44,7,1,62-102,44-7,2674
N,7,103,2047,134,57,29,69.638,346.415,1337,N,155,2,62,103,44,7,1,62-103,44-7,2675
S,1,108,5304,1038,104,8,91.565,337.895,2119,N,239,4,62,104,55,114,1,62-104,55-114,4238
S,1,108,5304,1038,104,8,91.565,337.895,2119,N,239,4,62,105,55,114,1,62-105,55-114,4239
S,1,111,607,488,104,2,91.565,347.368,2122,N,438,2,62,106,55,126,1,62-106,55-126,4244
S,1,111,607,488,104,2,91.565,347.368,2122,N,438,2,62,107,55,126,1,62-107,55-126,4245
N,5,107,1377,1767,57,14,75.909,346.909,1555,N,312,2,62,108,44,37,1,62-108,44-37,3110
N,5,107,1377,1767,57,14,75.909,346.909,1555,N,312,2,62,109,44,37,1,62-109,44-37,3111
S,3,111,1862,1050,103,9,97.825,350.442,2350,N,32,3,62,112,57,47,1,62-112,57-47,4700
S,3,111,1862,1050,103,9,97.825,350.442,2350,N,32,3,62,113,57,47,1,62-113,57-47,4701
N,7,104,2049,529,57,24,69.638,349.811,1338,N,155,3,62,114,44,17,1,62-114,44-17,2676
N,7,104,2049,529,57,24,69.638,349.811,1338,N,155,3,62,115,44,17,1,62-115,44-17,2677
N,9,97,3412,644,51,24,63.362,342.178,1126,N,241,1,62,116,58,81,1,62-116,58-81,2252
N,9,97,3412,644,51,24,63.362,342.178,1126,N,241,1,62,117,58,81,1,62-117,58-81,2253
N,7,101,2043,528,57,6,69.638,339.623,1335,N,253,5,62,118,44,53,1,62-118,44-53,2670
N,7,101,2043,528,57,6,69.638,339.623,1335,N,253,5,62,119,44,53,1,62-119,44-53,2671
S,3,109,3013,1021,104,12,97.825,344.071,2348,N,32,1,62,120,55,106,1,62-120,55-106,4696
S,3,109,3013,1021,104,12,97.825,344.071,2348,N,32,1,62,121,55,106,1,62-121,55-106,4697
S,4,108,5167,456,104,24,100.957,343.929,2460,N,349,4,62,122,55,82,1,62-122,55-82,4920
S,4,108,5167,456,104,24,100.957,343.929,2460,N,349,4,62,123,55,82,1,62-123,55-82,4921
N,7,105,3748,508,57,31,69.638,353.208,1339,N,155,4,62,124,44,3,1,62-124,44-3,2678
N,7,105,3748,508,57,31,69.638,353.208,1339,N,155,4,62,125,44,3,1,62-125,44-3,2679
S,3,110,3011,478,104,1,97.825,347.257,2349,N,32,2,62,126,55,128,1,62-126,55-128,4698
S,3,110,3011,478,104,1,97.825,347.257,2349,N,32,2,62,127,55,128,1,62-127,55-128,4699
N,7,56,2033,488,24,32,69.638,186.792,1290,N,53,4,63,2,41,66,1,63-2,41-66,2580
N,7,56,2033,488,24,32,69.638,186.792,1290,N,53,4,63,3,41,66,1,63-3,41-66,2581
N,4,56,2826,1116,31,29,79.043,176.786,1614,N,508,4,63,4,33,7,1,63-4,33-7,3228
N,4,56,2826,1116,31,29,79.043,176.786,1614,N,508,4,63,5,33,7,1,63-5,33-7,3229
N,3,59,2092,1511,31,3,82.175,184.779,1729,N,511,3,63,8,33,59,1,63-8,33-59,3458
N,3,59,2092,1511,31,3,82.175,184.779,1729,N,511,3,63,9,33,59,1,63-9,33-59,3459
N,3,57,2091,1118,31,28,82.175,178.407,1727,N,511,1,63,10,33,9,1,63-10,33-9,3454
N,3,57,2091,1118,31,28,82.175,178.407,1727,N,511,1,63,11,33,9,1,63-11,33-9,3455
N,2,56,3063,1111,31,25,85.306,173.684,1839,N,157,4,63,12,33,15,1,63-12,33-15,3678
N,2,56,3063,1111,31,25,85.306,173.684,1839,N,157,4,63,13,33,15,1,63-13,33-15,3679
N,8,54,3468,549,24,31,66.501,183.462,1184,N,258,2,63,14,41,68,1,63-14,41-68,2368
N,8,54,3468,549,24,31,66.501,183.462,1184,N,258,2,63,15,41,68,1,63-15,41-68,2369
S,11,48,1346,430,84,22,122.92,180,3139,N,117,4,63,20,30,21,1,63-20,30-21,6278
S,11,48,1346,430,84,22,122.92,180,3139,N,117,4,63,21,30,21,1,63-21,30-21,6279
S,9,50,1863,676,84,14,116.638,174.653,2942,N,18,2,63,22,30,37,1,63-22,30-37,5884
S,9,50,1863,676,84,14,116.638,174.653,2942,N,18,2,63,23,30,37,1,63-23,30-37,5885
N,2,52,3070,54,30,32,85.306,161.053,1835,N,362,4,63,24,40,66,1,63-24,40-66,3670
N,2,52,3070,54,30,32,85.306,161.053,1835,N,362,4,63,25,40,66,1,63-25,40-66,3671
S,12,45,2432,438,84,13,126.063,174.066,3230,N,52,1,63,26,30,39,1,63-26,30-39,6460
S,12,45,2432,438,84,13,126.063,174.066,3230,N,52,1,63,27,30,39,1,63-27,30-39,6461
N,1,52,1492,2088,30,23,88.435,161.053,1949,N,217,4,63,30,40,84,1,63-30,40-84,3898
N,1,52,1492,2088,30,23,88.435,161.053,1949,N,217,4,63,31,40,84,1,63-31,40-84,3899
N,2,55,3068,1513,31,12,85.306,170.526,1838,N,157,3,63,34,33,41,1,63-34,33-41,3676
N,2,55,3068,1513,31,12,85.306,170.526,1838,N,157,3,63,35,33,41,1,63-35,33-41,3677
N,2,57,3064,1548,31,15,85.306,176.842,1840,N,294,1,63,36,33,35,1,63-36,33-35,3680
N,2,57,3064,1548,31,15,85.306,176.842,1840,N,294,1,63,37,33,35,1,63-37,33-35,3681
N,4,57,2489,1529,31,6,79.043,180,1615,N,443,1,63,38,33,53,1,63-38,33-53,3230
N,4,57,2489,1529,31,6,79.043,180,1615,N,443,1,63,39,33,53,1,63-39,33-53,3231
N,1,57,790,1959,31,23,88.435,176.842,1954,N,503,1,63,40,33,19,1,63-40,33-19,3908
N,1,57,790,1959,31,23,88.435,176.842,1954,N,503,1,63,41,33,19,1,63-41,33-19,3909
N,3,54,3180,1414,31,31,82.175,168.85,1724,N,223,2,63,44,33,3,1,63-44,33-3,3448
N,3,54,3180,1414,31,31,82.175,168.85,1724,N,223,2,63,45,33,3,1,63-45,33-3,3449
S,1,56,476,619,70,31,91.565,173.684,2067,N,281,4,63,46,41,3,1,63-46,41-3,4134
S,1,56,476,619,70,31,91.565,173.684,2067,N,281,4,63,47,41,3,1,63-47,41-3,4135
S,1,57,1664,1355,70,11,91.565,176.842,2068,N,326,1,63,50,41,43,1,63-50,41-43,4136
S,1,57,1664,1355,70,11,91.565,176.842,2068,N,326,1,63,51,41,43,1,63-51,41-43,4137
N,3,56,2503,1106,31,17,82.175,175.221,1726,N,223,4,63,52,33,31,1,63-52,33-31,3452
N,3,56,2503,1106,31,17,82.175,175.221,1726,N,223,4,63,53,33,31,1,63-53,33-31,3453
S,7,51,3342,1858,78,7,110.362,169.811,2733,N,40,3,63,54,33,116,1,63-54,33-116,5466
S,7,51,3342,1858,78,7,110.362,169.811,2733,N,40,3,63,55,33,116,1,63-55,33-116,5467
S,7,53,3343,1261,77,7,110.362,176.604,2735,N,381,1,63,56,47,116,1,63-56,47-116,5470
S,7,53,3343,1261,77,7,110.362,176.604,2735,N,381,1,63,57,47,116,1,63-57,47-116,5471
S,7,54,3344,1296,77,6,110.362,180,2736,N,381,2,63,58,47,118,1,63-58,47-118,5472
S,7,54,3344,1296,77,6,110.362,180,2736,N,381,2,63,59,47,118,1,63-59,47-118,5473
S,12,46,2433,476,84,24,126.063,178.022,3231,N,52,2,63,62,30,17,1,63-62,30-17,6462
S,12,46,2433,476,84,24,126.063,178.022,3231,N,52,2,63,63,30,17,1,63-63,30-17,6463
S,12,91,2170,10,117,8,126.063,356.044,3276,N,181,3,63,64,50,50,1,63-64,50-50,6552
S,12,91,2170,10,117,8,126.063,356.044,3276,N,181,3,63,65,50,50,1,63-65,50-50,6553
S,11,93,2440,12,117,2,122.92,352.34,3184,N,128,4,63,66,50,62,1,63-66,50-62,6368
S,11,93,2440,12,117,2,122.92,352.34,3184,N,128,4,63,67,50,62,1,63-67,50-62,6369
S,6,103,2645,181,111,17,107.226,340,2677,N,8,3,63,68,60,96,1,63-68,60-96,5354
S,6,103,2645,181,111,17,107.226,340,2677,N,8,3,63,69,60,96,1,63-69,60-96,5355
N,12,90,3595,162,51,23,53.937,352.088,836,N,262,2,63,70,58,83,1,63-70,58-83,1672
N,12,90,3595,162,51,23,53.937,352.088,836,N,262,2,63,71,58,83,1,63-71,58-83,1673
S,12,1,3426,171,117,6,126.063,0,3186,N,49,1,63,72,50,54,1,63-72,50-54,6372
S,12,1,3426,171,117,6,126.063,0,3186,N,49,1,63,73,50,54,1,63-73,50-54,6373
N,10,97,3963,172,51,12,60.222,352.653,1028,N,13,4,63,76,58,105,1,63-76,58-105,2056
N,10,97,3963,172,51,12,60.222,352.653,1028,N,13,4,63,77,58,105,1,63-77,58-105,2057
S,9,1,5273,1478,117,12,116.638,0,2893,N,449,1,63,78,50,42,1,63-78,50-42,5786
S,9,1,5273,1478,117,12,116.638,0,2893,N,449,1,63,79,50,42,1,63-79,50-42,5787
N,5,2,72,862,58,9,75.909,3.27273,1450,N,166,2,63,80,51,47,1,63-80,51-47,2900
N,5,2,72,862,58,9,75.909,3.27273,1450,N,166,2,63,81,51,47,1,63-81,51-47,2901
N,6,3,3571,1778,58,22,72.774,6.66667,1343,N,376,3,63,88,51,21,1,63-88,51-21,2686
N,6,3,3571,1778,58,22,72.774,6.66667,1343,N,376,3,63,89,51,21,1,63-89,51-21,2687
S,9,98,2943,153,117,23,116.638,345.743,2990,N,27,2,63,90,50,20,1,63-90,50-20,5980
S,9,98,2943,153,117,23,116.638,345.743,2990,N,27,2,63,91,50,20,1,63-91,50-20,5981
N,2,114,250,6,65,7,85.306,356.842,1897,N,485,5,63,92,57,52,1,63-92,57-52,3794
N,2,114,250,6,65,7,85.306,356.842,1897,N,485,5,63,93,57,52,1,63-93,57-52,3795
N,7,106,3743,143,58,11,69.638,356.604,1340,N,155,5,63,100,51,43,1,63-100,51-43,2680
N,7,106,3743,143,58,11,69.638,356.604,1340,N,155,5,63,101,51,43,1,63-101,51-43,2681
S,11,92,932,114,117,16,122.92,348.511,3183,N,128,3,63,102,50,34,1,63-102,50-34,6366
S,11,92,932,114,117,16,122.92,348.511,3183,N,128,3,63,103,50,34,1,63-103,50-34,6367
S,9,99,2947,1713,117,21,116.638,349.307,2991,N,27,3,63,106,50,24,1,63-106,50-24,5982
S,9,99,2947,1713,117,21,116.638,349.307,2991,N,27,3,63,107,50,24,1,63-107,50-24,5983
N,9,101,3413,603,51,22,63.362,356.436,1130,N,241,5,63,108,58,85,1,63-108,58-85,2260
N,9,101,3413,603,51,22,63.362,356.436,1130,N,241,5,63,109,58,85,1,63-109,58-85,2261
N,5,1,69,859,58,25,75.909,0,1449,N,166,1,63,114,51,15,1,63-114,51-15,2898
N,5,1,69,859,58,25,75.909,0,1449,N,166,1,63,115,51,15,1,63-115,51-15,2899
S,9,101,5295,2035,117,13,116.638,356.436,2993,N,27,5,63,116,50,40,1,63-116,50-40,5986
S,9,101,5295,2035,117,13,116.638,356.436,2993,N,27,5,63,117,50,40,1,63-117,50-40,5987
S,10,96,265,122,117,28,119.778,348.98,3089,N,120,3,63,120,50,10,1,63-120,50-10,6178
S,10,96,265,122,117,28,119.778,348.98,3089,N,120,3,63,121,50,10,1,63-121,50-10,6179
S,22,40,4296,78,130,21,157.639,351,3923,N,49,4,63,122,56,88,1,63-122,56-88,7846
S,22,40,4296,78,130,21,157.639,351,3923,N,49,4,63,123,56,88,1,63-123,56-88,7847
N,5,110,1375,861,58,10,75.909,356.727,1558,N,312,5,63,126,51,45,1,63-126,51-45,3116
N,5,110,1375,861,58,10,75.909,356.727,1558,N,312,5,63,127,51,45,1,63-127,51-45,3117
S,10,50,1632,745,84,23,119.778,180,3043,N,73,2,64,10,30,19,1,64-10,30-19,6086
S,10,50,1632,745,84,23,119.778,180,3043,N,73,2,64,11,30,19,1,64-11,30-19,6087
N,2,58,3065,1119,31,10,85.306,180,1841,N,294,2,64,32,33,45,1,64-32,33-45,3682
N,2,58,3065,1119,31,10,85.306,180,1841,N,294,2,64,33,33,45,1,64-33,33-45,3683
N,7,55,2038,460,24,28,69.638,183.396,1289,N,53,3,64,38,41,74,1,64-38,41-74,2578
N,7,55,2038,460,24,28,69.638,183.396,1289,N,53,3,64,39,41,74,1,64-39,41-74,2579
N,4,54,2487,1550,31,16,79.043,170.357,1612,N,508,2,64,40,33,33,1,64-40,33-33,3224
N,4,54,2487,1550,31,16,79.043,170.357,1612,N,508,2,64,41,33,33,1,64-41,33-33,3225
N,4,55,2683,1429,31,22,79.043,173.571,1613,N,508,3,64,42,33,21,1,64-42,33-21,3226
N,4,55,2683,1429,31,22,79.043,173.571,1613,N,508,3,64,43,33,21,1,64-43,33-21,3227
N,6,56,154,140,24,20,72.774,183.333,1396,N,247,4,64,44,41,90,1,64-44,41-90,2792
N,6,56,154,140,24,20,72.774,183.333,1396,N,247,4,64,45,41,90,1,64-45,41-90,2793
N,6,50,1027,124,23,8,72.774,163.333,1390,N,103,2,64,48,40,50,1,64-48,40-50,2780
N,6,50,1027,124,23,8,72.774,163.333,1390,N,103,2,64,49,40,50,1,64-49,40-50,2781
S,4,54,4970,715,70,18,100.957,170.357,2406,N,475,2,64,50,41,29,1,64-50,41-29,4812
S,4,54,4970,715,70,18,100.957,170.357,2406,N,475,2,64,51,41,29,1,64-51,41-29,4813
N,2,53,3066,1427,30,1,85.306,164.211,1836,N,157,1,64,52,40,128,1,64-52,40-128,3672
N,2,53,3066,1427,30,1,85.306,164.211,1836,N,157,1,64,53,40,128,1,64-53,40-128,3673
S,13,43,3179,597,89,29,129.208,173.793,3319,N,165,3,64,54,36,71,1,64-54,36-71,6638
S,13,43,3179,597,89,29,129.208,173.793,3319,N,165,3,64,55,36,71,1,64-55,36-71,6639
N,1,53,786,1411,30,18,88.435,164.211,1950,N,488,1,64,58,40,94,1,64-58,40-94,3900
N,1,53,786,1411,30,18,88.435,164.211,1950,N,488,1,64,59,40,94,1,64-59,40-94,3901
S,12,44,2099,432,84,27,126.063,170.11,3229,N,87,4,64,60,30,11,1,64-60,30-11,6458
S,12,44,2099,432,84,27,126.063,170.11,3229,N,87,4,64,61,30,11,1,64-61,30-11,6459
S,6,1,4063,200,110,26,107.226,0,2575,N,46,1,64,66,50,13,1,64-66,50-13,5150
S,6,1,4063,200,110,26,107.226,0,2575,N,46,1,64,67,50,13,1,64-67,50-13,5151
S,5,110,4217,189,110,6,104.091,356.727,2574,N,122,5,64,74,50,53,1,64-74,50-53,5148
S,5,110,4217,189,110,6,104.091,356.727,2574,N,122,5,64,75,50,53,1,64-75,50-53,5149
S,5,4,594,174,110,31,104.091,9.81818,2468,N,333,4,64,76,50,3,1,64-76,50-3,4936
S,5,4,594,174,110,31,104.091,9.81818,2468,N,333,4,64,77,50,3,1,64-77,50-3,4937
S,5,3,592,184,110,25,104.091,6.54545,2467,N,333,3,64,78,50,15,1,64-78,50-15,4934
S,5,3,592,184,110,25,104.091,6.54545,2467,N,333,3,64,79,50,15,1,64-79,50-15,4935
S,7,1,2421,199,110,13,110.362,0,2683,N,388,1,64,80,50,39,1,64-80,50-39,5366
S,7,1,2421,199,110,13,110.362,0,2683,N,388,1,64,81,50,39,1,64-81,50-39,5367
S,6,3,3960,682,110,28,107.226,6.66667,2577,N,46,3,64,82,50,9,1,64-82,50-9,5154
S,6,3,3960,682,110,28,107.226,6.66667,2577,N,46,3,64,83,50,9,1,64-83,50-9,5155
S,7,3,2423,690,110,7,110.362,6.79245,2685,N,388,3,64,84,50,51,1,64-84,50-51,5370
S,7,3,2423,690,110,7,110.362,6.79245,2685,N,388,3,64,85,50,51,1,64-85,50-51,5371
S,7,106,5313,182,110,1,110.362,356.604,2788,N,144,5,64,86,50,63,1,64-86,50-63,5576
S,7,106,5313,182,110,1,110.362,356.604,2788,N,144,5,64,87,50,63,1,64-87,50-63,5577
S,5,109,4964,160,110,17,104.091,353.455,2573,N,122,4,64,88,50,31,1,64-88,50-31,5146
S,5,109,4964,160,110,17,104.091,353.455,2573,N,122,4,64,89,50,31,1,64-89,50-31,5147
S,8,1,1927,157,110,30,113.499,0,2789,N,5,1,64,90,50,5,1,64-90,50-5,5578
S,8,1,1927,157,110,30,113.499,0,2789,N,5,1,64,91,50,5,1,64-91,50-5,5579
S,5,1,1237,658,110,4,104.091,0,2465,N,333,1,64,92,50,57,1,64-92,50-57,4930
S,5,1,1237,658,110,4,104.091,0,2465,N,333,1,64,93,50,57,1,64-93,50-57,4931
S,8,2,1928,692,110,24,113.499,3.46154,2790,N,5,2,64,94,50,17,1,64-94,50-17,5580
S,8,2,1928,692,110,24,113.499,3.46154,2790,N,5,2,64,95,50,17,1,64-95,50-17,5581
S,21,1,3279,224,130,4,154.463,0,3838,N,20,1,64,96,56,122,1,64-96,56-122,7676
S,21,1,3279,224,130,4,154.463,0,3838,N,20,1,64,97,56,122,1,64-97,56-122,7677
N,6,108,2379,1788,58,2,72.774,356.667,1448,N,393,4,64,100,51,61,1,64-100,51-61,2896
N,6,108,2379,1788,58,2,72.774,356.667,1448,N,393,4,64,101,51,61,1,64-101,51-61,2897
S,22,1,1162,38,130,26,157.639,0,3884,N,63,1,64,102,56,78,1,64-102,56-78,7768
S,22,1,1162,38,130,26,157.639,0,3884,N,63,1,64,103,56,78,1,64-103,56-78,7769
N,12,89,1022,132,51,28,53.937,348.132,835,N,262,1,64,106,58,73,1,64-106,58-73,1670
N,12,89,1022,132,51,28,53.937,348.132,835,N,262,1,64,107,58,73,1,64-107,58-73,1671
N,3,109,2790,59,64,23,82.175,344.071,1779,N,482,1,64,108,61,84,1,64-108,61-84,3558
N,3,109,2790,59,64,23,82.175,344.071,1779,N,482,1,64,109,61,84,1,64-109,61-84,3559
S,12,88,2649,45,117,20,126.063,344.176,3273,N,178,4,64,110,50,26,1,64-110,50-26,6546
S,12,88,2649,45,117,20,126.063,344.176,3273,N,178,4,64,111,50,26,1,64-111,50-26,6547
